Artist,Listeners,Daily Trend,Peak,PkListeners
Ajay-Atul,"10,272,179","387,324",597,"12,421,148"
Soda Stereo,"10,267,367","350,999",654,"12,924,399"
La Arrolladora Banda El Limón De Rene Camacho,"10,261,744","86,991",883,"10,309,595"
Aqua,"10,235,057","465,925",61,"41,819,994"
Dhvani Bhanushali,"10,230,296","467,912",643,"11,726,344"
DJ TOPO,"10,226,753","177,555",721,"12,220,776"
Duran Duran,"10,219,917","462,288",830,"11,106,815"
John Lennon,"10,211,928","465,651",80,"38,948,405"
The Temper Trap,"10,208,288","472,524",964,"10,208,288"
fun.,"10,200,643","530,398",594,"12,280,955"
Dove Cameron,"10,197,069","309,661",367,"15,363,797"
Carrie Underwood,"10,195,420","415,883",663,"11,788,929"
YG,"10,194,745","453,538",530,"12,471,725"
Lauana Prado,"10,190,792","24,796",760,"11,452,065"
Owl City,"10,174,975","448,777",753,"10,725,335"
MC G15,"10,168,108","218,563",726,"12,170,289"
Surf Curse,"10,160,461","501,333",711,"11,266,377"
Suki Waterhouse,"10,146,123","337,367",940,"10,160,104"
Sky Rompiendo,"10,139,489","306,229",403,"16,344,563"
Ace of Base,"10,112,890","446,248",925,"10,336,694"
Ella Eyre,"10,099,957","449,642",825,"10,381,165"
Fitz and The Tantrums,"10,099,017","384,351",756,"11,667,964"
Selena,"10,083,797","361,723",899,"10,536,136"
Old Dominion,"10,058,029","402,925",973,"10,058,029"
Mumford & Sons,"10,055,795","476,788",629,"12,578,885"
Rage Against The Machine,"10,027,628","356,546",737,"11,081,757"
070 Shake,"10,018,598","390,476",101,"30,903,161"
José José,"10,000,466","353,157",893,"10,000,466"
Jim Croce,"9,998,798","346,848",909,"10,124,101"
NATTAN,"9,995,303","91,978",884,"9,995,303"
Brooks & Dunn,"9,994,391","402,958",900,"10,374,950"
Vansire,"9,979,310","470,712",989,"9,979,310"
Tego Calderón,"9,965,961","377,930",746,"11,240,113"
Goodboys,"9,961,657","416,903",508,"12,349,197"
(G)I-DLE,"9,955,790","248,396",566,"13,699,591"
R. D. Burman,"9,953,860","379,234",863,"9,953,860"
C. Tangana,"9,948,069","255,870",700,"11,454,863"
Vacations,"9,946,329","475,081",808,"10,997,573"
Kenny Loggins,"9,938,003","423,761",718,"10,716,636"
Fifth Harmony,"9,924,811","425,273",675,"12,514,217"
Mc Leozin,"9,922,809","165,714",717,"12,290,958"
Sal Priadi,"9,912,175","70,395",938,"9,912,175"
Bernadya,"9,909,611","27,223",928,"9,909,611"
Ashe,"9,908,003","386,449",516,"14,091,983"
El Fantasma,"9,907,629","269,277",695,"12,208,875"
Starship,"9,903,648","362,205",854,"11,051,208"
Dilsinho,"9,901,077","328,207",762,"11,575,175"
MARINA,"9,899,146","299,961",694,"10,311,140"
Supertramp,"9,893,968","421,594",770,"11,079,047"
Abhijeet,"9,885,103","416,456",901,"10,090,045"
Mc Livinho,"9,883,784","251,657",762,"10,591,190"
Eric Church,"9,848,195","309,922",734,"11,083,348"
Ray Charles,"9,845,402","454,214",860,"10,419,518"
The Blessed Madonna,"9,839,352","499,453",1011,"9,839,352"
King,"9,834,912","443,757",392,"16,307,386"
UB40,"9,816,881","383,449",979,"10,009,316"
Los Dareyes De La Sierra,"9,811,605","214,954",542,"13,881,841"
T.I.,"9,809,659","-11,227",587,"11,247,008"
Kenny Rogers,"9,806,723","459,298",842,"10,593,609"
Whethan,"9,801,164","324,677",723,"12,122,814"
Kavita Krishnamurthy,"9,792,939","444,576",862,"10,104,001"
Ana Gabriel,"9,785,220","367,155",911,"10,508,537"
Pixies,"9,780,826","373,559",778,"10,085,366"
Matheus Fernandes,"9,773,604","176,666",678,"12,407,534"
Shashaa Tirupati,"9,767,913","365,027",797,"10,276,530"
Sum 41,"9,755,647","316,790",788,"11,307,254"
Ozzy Osbourne,"9,745,831","382,809",805,"10,761,665"
Norah Jones,"9,744,127","474,658",671,"12,432,073"
Olivia Newton-John,"9,738,035","409,337",708,"11,789,313"
Diddy,"9,736,221","439,156",398,"16,823,499"
Yusuf / Cat Stevens,"9,728,435","409,008",722,"11,465,268"
Asha Bhosle,"9,726,639","407,386",884,"9,754,350"
Rascal Flatts,"9,722,007","414,333",822,"10,060,800"
Vintage Culture,"9,716,043","433,894",961,"10,023,970"
Altamash Faridi,"9,712,663","348,805",530,"13,542,217"
Santhosh Narayanan,"9,707,352","144,496",968,"9,707,352"
Skillet,"9,703,948","313,986",963,"9,904,037"
iZaak,"9,698,988","199,038",823,"11,300,905"
Wallows,"9,680,589","264,964",648,"13,176,091"
Saweetie,"9,678,673","327,959",703,"11,523,382"
Nanpa Básico,"9,674,021","349,444",1038,"9,674,021"
YNW Melly,"9,667,009","343,436",619,"12,098,740"
Mahalakshmi Iyer,"9,661,745","519,260",1022,"9,661,745"
Connor Price,"9,628,348","366,655",908,"9,628,348"
Tulus,"9,623,451","121,140",858,"10,083,205"
Dermot Kennedy,"9,621,119","389,618",405,"14,690,713"
Eternxlkz,"9,609,748","306,083",937,"10,083,535"
MC Cabelinho,"9,604,430","45,296",706,"11,710,253"
2 Chainz,"9,602,315","329,876",518,"13,825,486"
Andy Grammer,"9,598,189","471,358",733,"9,853,235"
Natalie Imbruglia,"9,593,649","455,133",981,"9,893,016"
YOVNGCHIMI,"9,593,461","193,920",586,"12,923,482"
LIT killah,"9,590,683","306,196",383,"16,770,036"
ScHoolboy Q,"9,572,610","309,743",755,"11,576,671"
DYSTINCT,"9,560,951","222,826",1021,"9,711,892"
Payal Dev,"9,559,684","324,790",559,"13,540,518"
Mr. Belt & Wezol,"9,558,200","404,693",1010,"9,705,318"
Luar La L,"9,556,232","241,706",605,"12,945,000"
J Abdiel,"9,552,021","286,674",1022,"9,552,021"
John Denver,"9,549,967","389,549",600,"13,363,125"
Dj GM,"9,541,028","130,110",939,"10,170,662"
Franco De Vita,"9,531,532","335,224",1007,"9,739,013"
James Blake,"9,528,077","325,309",582,"12,512,105"
Logic,"9,527,871","315,723",431,"13,970,820"
Tiara Andini,"9,525,855","94,317",866,"10,800,747"
Raghav Chaitanya,"9,502,746","349,137",774,"11,232,313"
Hugo & Guilherme,"9,499,639","51,493",706,"12,037,109"
Raj Shekhar,"9,499,442","329,543",554,"14,154,871"
Murillo e LT no Beat,"9,493,420","43,444",975,"9,628,998"
alt-J,"9,492,670","350,280",843,"10,387,663"
Wizkid,"9,490,809","342,723",523,"13,758,308"
Deorro,"9,480,705","429,251",952,"9,845,311"
Ha*Ash,"9,470,661","281,033",978,"9,470,661"
фрози,"9,469,329","334,450",1040,"9,514,353"
DJ FKU,"9,460,522","417,479",951,"9,963,180"
Etta James,"9,450,404","455,859",708,"11,925,174"
Declan McKenna,"9,449,757","338,901",947,"10,097,970"
Majestic,"9,434,807","302,746",1031,"9,596,731"
Thaman S,"9,422,806","229,138",663,"10,807,700"
MC Hariel,"9,408,383","64,999",810,"11,053,901"
A7S,"9,395,175","380,158",578,"11,363,223"
ELENA ROSE,"9,393,567","291,323",1050,"9,393,567"
CKay,"9,389,699","365,853",429,"15,504,745"
Royel Otis,"9,384,053","329,507",1081,"9,384,053"
Chance the Rapper,"9,380,631","447,558",623,"10,952,938"
Creed,"9,378,183","386,151",1083,"9,378,183"
Fetty Wap,"9,377,465","370,675",685,"12,496,093"
Thalia,"9,354,663","392,704",699,"9,975,578"
Loud Luxury,"9,347,891","435,830",593,"12,238,932"
Benny Benassi,"9,344,724","336,857",896,"9,607,912"
Filipe Ret,"9,337,449","23,009",973,"9,751,661"
Alan Jackson,"9,336,696","359,772",884,"10,566,160"
La Quinta Estacion,"9,328,142","370,395",964,"9,990,151"
Dímelo Flow,"9,310,616","235,095",632,"13,279,047"
Cazzu,"9,301,026","286,191",679,"10,701,834"
Franz Ferdinand,"9,296,633","347,971",1018,"9,607,212"
Sidhu Moose Wala,"9,295,266","168,077",637,"11,847,588"
Siddharth - Garima,"9,283,514","361,373",549,"14,517,947"
Yan Block,"9,279,021","312,627",1093,"9,279,021"
Cody Johnson,"9,269,287","532,339",937,"10,274,474"
SAINt JHN,"9,259,559","387,249",614,"10,813,983"
Hoobastank,"9,255,978","366,479",821,"9,893,150"
Miguel Bosé,"9,250,381","400,227",653,"11,632,240"
Lizzy McAlpine,"9,239,895","310,053",293,"18,459,665"
Boston,"9,204,718","309,559",921,"10,405,212"
Gera MX,"9,197,086","344,359",706,"11,401,409"
Mau y Ricky,"9,194,654","333,045",489,"12,943,019"
Dj Luan Gomes,"9,194,518","139,156",1034,"9,285,674"
Sufjan Stevens,"9,193,611","353,795",841,"10,472,102"
Dusty Springfield,"9,190,496","452,396",905,"10,305,065"
Chimbala,"9,156,354","313,652",1036,"9,559,350"
LMFAO,"9,146,412","410,471",905,"9,395,101"
Amaarae,"9,145,495","47,750",905,"10,695,192"
Los Temerarios,"9,136,537","297,292",1110,"9,136,537"
"Tito ""El Bambino""","9,128,138","284,806",930,"10,213,056"
Kordhell,"9,121,259","342,229",408,"14,497,317"
Veigh,"9,113,043","59,343",794,"10,366,582"
Melendi,"9,088,874","303,463",1115,"9,088,874"
Adolescent's Orquesta,"9,088,860","357,648",1102,"9,103,938"
Hypaton,"9,088,222","310,815",1092,"9,190,422"
Toploader,"9,086,034","606,193",1054,"9,408,711"
Dread Mar I,"9,081,108","428,656",912,"9,302,106"
Guru Randhawa,"9,070,806","379,889",715,"10,872,244"
Ikky,"9,065,879","316,043",880,"9,958,196"
Gerardo Ortiz,"9,055,300","234,284",888,"9,489,617"
Jon Pardi,"9,039,982","228,206",849,"10,289,056"
Lola Indigo,"9,036,382","245,347",555,"12,485,738"
Willy William,"9,032,221","351,475",780,"10,376,125"
Fugees,"9,029,408","343,324",925,"10,083,894"
Neeraj Shridhar,"9,016,390","381,375",822,"9,759,193"
Jaymes Young,"9,014,647","313,749",530,"13,123,344"
Loreen,"9,004,931","276,046",329,"18,358,956"
Brandy,"8,984,924","265,534",880,"10,686,420"
Pedro Capó,"8,978,321","361,749",634,"11,680,899"
Kelsea Ballerini,"8,972,107","293,744",649,"10,785,406"
Of Monsters and Men,"8,957,727","387,102",958,"9,840,281"
Naeleck,"8,942,267","294,105",654,"12,632,163"
Cascada,"8,939,954","313,816",964,"9,772,300"
Two Feet,"8,933,033","356,900",856,"9,668,762"
Øneheart,"8,931,859","358,078",1127,"8,931,859"
LUM!X,"8,924,048","269,568",830,"9,461,438"
JC Reyes,"8,921,836","153,416",1076,"9,331,055"
David Bisbal,"8,920,732","246,613",954,"9,154,934"
Manim Vaqueiro,"8,919,920","197,143",926,"10,154,894"
Nas,"8,918,449","333,655",547,"13,392,042"
Simple Minds,"8,916,352","372,247",937,"9,745,879"
Good Neighbours,"8,915,927","386,169",497,"15,516,763"
Seafret,"8,907,443","374,271",480,"12,965,413"
King Von,"8,907,110","232,529",857,"9,792,497"
MC Cebezinho,"8,902,411","106,505",1086,"8,970,687"
Sasha Alex Sloan,"8,899,302","407,217",463,"14,497,829"
ENHYPEN,"8,898,986","225,314",861,"10,254,021"
Shouse,"8,896,226","343,052",530,"13,218,201"
Ankit Tiwari,"8,894,834","329,892",986,"9,062,480"
The Jackson 5,"8,894,147","459,880",150,"31,031,521"
Talking Heads,"8,885,371","423,164",835,"9,941,912"
Monica,"8,883,916","-120,422",1037,"9,499,309"
Odetari,"8,882,358","252,157",856,"9,892,615"
Willie Colón,"8,879,910","378,765",1068,"8,999,802"
Two Door Cinema Club,"8,876,156","265,262",922,"10,284,678"
Last Child,"8,875,511","99,412",1088,"8,949,709"
Los Dos Carnales,"8,873,278","260,472",952,"9,759,851"
RÜFÜS DU SOL,"8,866,071","373,338",1160,"8,866,071"
G. V. Prakash,"8,866,009","163,744",818,"9,870,379"
Heart,"8,863,006","358,408",717,"10,760,608"
BabyTron,"8,854,652","69,737",456,"17,073,233"
SOG,"8,853,999","292,087",673,"11,504,536"
Libianca,"8,849,377","350,974",254,"21,800,126"
keshi,"8,840,670","222,552",504,"13,668,403"
Nadin Amizah,"8,840,515","163,576",848,"9,910,210"
Rocío Dúrcal,"8,822,955","374,263",1168,"8,822,955"
TWICE,"8,814,543","193,978",499,"12,855,155"
Rajat Nagpal,"8,811,340","293,263",794,"10,791,944"
Rekha Bhardwaj,"8,801,781","350,746",932,"9,098,811"
MKTO,"8,794,679","308,669",831,"11,109,215"
MF DOOM,"8,794,055","276,958",1167,"8,794,055"
Creeds,"8,792,095","299,894",963,"9,915,553"
Cassie,"8,789,999","225,611",906,"10,451,367"
Simple Plan,"8,787,474","346,630",1164,"8,787,474"
Soolking,"8,783,785","257,214",823,"10,862,635"
Andrés Calamaro,"8,777,097","432,673",1144,"8,777,097"
La Joaqui,"8,772,259","215,786",610,"10,853,959"
James Carter,"8,769,431","333,404",582,"11,924,918"
Joan Jett & the Blackhearts,"8,761,280","398,428",734,"12,101,033"
Dhanush,"8,757,720","238,357",1119,"8,757,720"
AJR,"8,751,237","305,360",576,"11,478,322"
Chris Jedi,"8,749,505","267,297",736,"11,817,178"
Dudy Oris,"8,742,094","149,001",1116,"8,860,723"
Felipe Amorim,"8,737,272","164,218",628,"12,110,443"
Keyshia Cole,"8,735,474","342,634",793,"11,212,896"
Bibi Babydoll,"8,729,619","344,112",954,"9,086,016"
Shadab Faridi,"8,719,071","323,965",584,"12,567,527"
M.I.A.,"8,711,849","341,888",844,"10,032,217"
BØRNS,"8,703,835","331,811",820,"10,042,261"
Omar Varela,"8,688,558","227,556",1108,"9,139,545"
Leony,"8,687,528","196,822",993,"9,789,941"
Jason Aldean,"8,686,916","247,385",698,"11,170,383"
Mc Menor Do Alvorada,"8,685,234","327,427",761,"10,647,877"
Neil Young,"8,678,869","584,464",1196,"8,678,869"
iñigo quintero,"8,678,205","305,671",140,"28,969,719"
Mötley Crüe,"8,664,601","279,819",924,"9,165,803"
DJ WN,"8,663,768","204,456",1039,"9,562,172"
Kool & The Gang,"8,661,488","434,254",875,"10,031,067"
Elderbrook,"8,659,678","313,345",1057,"8,734,219"
Shaarib Toshi,"8,656,323","330,077",963,"8,923,040"
Diego & Victor Hugo,"8,640,274","218,454",873,"10,584,752"
Ferrugem,"8,639,748","170,536",956,"9,664,472"
George Harrison,"8,639,027","398,980",1002,"9,622,927"
Vulgo FK,"8,638,247","94,974",944,"9,229,989"
Sigala,"8,629,081","339,044",384,"15,011,420"
Audioslave,"8,626,689","252,836",981,"9,853,723"
Kishore Kumar,"8,624,032","364,205",1162,"8,624,032"
Dom Dolla,"8,620,324","292,965",1077,"9,249,350"
Axwell /\ Ingrosso,"8,616,183","397,880",1101,"8,971,879"
PEDRO SAMPAIO,"8,613,768","358,683",649,"12,430,384"
Alice In Chains,"8,587,439","222,765",1032,"9,331,524"
Kenny Chesney,"8,583,382","-35,121",880,"9,602,722"
Kodaline,"8,581,210","356,898",836,"10,091,624"
Casper Magico,"8,580,134","316,235",936,"9,193,558"
Lay Bankz,"8,579,020","229,858",322,"21,228,325"
Anuv Jain,"8,571,186","299,527",748,"11,538,672"
George Strait,"8,570,759","288,746",1052,"9,334,251"
INXS,"8,570,391","368,272",798,"10,326,929"
Maggie Rogers,"8,558,606","301,812",866,"10,798,867"
FMK,"8,554,403","293,365",356,"17,577,323"
Tinlicker,"8,551,809","254,455",1111,"8,679,222"
Gnarls Barkley,"8,515,707","371,596",784,"10,449,273"
Sam Cooke,"8,514,501","386,502",896,"10,225,079"
Juan Magán,"8,503,466","339,280",986,"9,711,529"
Fireboy DML,"8,501,744","275,572",778,"10,491,359"
Shiloh Dynasty,"8,495,382","290,794",724,"10,081,564"
Willie Nelson,"8,494,898","331,697",568,"14,219,269"
Rashmi Virag,"8,490,980","329,774",880,"9,565,749"
BABYMONSTER,"8,485,998","163,421",953,"10,072,324"
Gordo,"8,479,966","236,922",1219,"8,479,966"
ILLENIUM,"8,477,800","297,535",570,"12,528,350"
Jimi Hendrix,"8,467,809","394,580",791,"9,903,151"
YOASOBI,"8,466,197","220,800",760,"10,365,956"
Feby Putri,"8,465,695","271,304",1169,"8,465,695"
The Paper Kites,"8,450,526","385,997",1012,"9,217,473"
Warren Zeiders,"8,443,661","198,549",1209,"8,515,571"
Bronco,"8,441,204","249,221",1161,"8,786,823"
Miranda!,"8,440,386","329,958",708,"10,227,443"
Orochi,"8,439,678","107,272",932,"8,619,053"
Ludovico Einaudi,"8,435,631","341,957",919,"9,765,031"
Gulzar,"8,434,502","353,003",1141,"8,596,243"
Dewa 19,"8,426,941","202,814",1218,"8,426,941"
Luny Tunes,"8,424,771","341,107",1153,"8,424,771"
Mc Laranjinha,"8,421,907","177,467",1178,"8,501,085"
Manu,"8,420,055","292,878",935,"9,794,583"
Ivan Cornejo,"8,413,196","141,866",1162,"8,816,285"
Internet Money,"8,411,035","448,531",587,"11,545,527"
Alex Rose,"8,408,584","278,969",1213,"8,408,584"
Micro TDH,"8,406,804","300,082",732,"10,282,823"
Ricardo Arjona,"8,401,942","282,359",838,"9,785,219"
Mc Davi,"8,397,840","211,764",670,"12,324,247"
MK,"8,393,307","284,746",766,"10,623,731"
Jul,"8,392,808","199,238",1032,"9,184,258"
Nina Simone,"8,391,784","348,771",990,"9,402,005"
Shafqat Amanat Ali,"8,384,222","311,691",1197,"8,384,222"
João Gomes,"8,373,955","257,843",791,"11,130,158"
Cafuné,"8,373,735","295,892",1213,"8,439,798"
Young Nudy,"8,368,296","265,837",788,"10,428,436"
Shweta Mohan,"8,364,037","315,199",968,"8,364,037"
Trevor Daniel,"8,356,482","481,170",968,"8,356,482"
Jeremy Zucker,"8,351,871","280,740",513,"12,231,275"
Aaron May,"8,318,891","262,013",884,"10,543,579"
Pepe Aguilar,"8,315,734","327,650",1141,"8,315,734"
Cardenales De Nuevo León,"8,315,159","272,492",1089,"8,857,171"
Steve Miller Band,"8,314,623","366,426",1032,"8,669,027"
Skylar Grey,"8,310,377","154,625",741,"12,185,951"
De La Rose,"8,310,243","292,366",1156,"8,310,243"
Francesco Yates,"8,302,027","588,123",1270,"8,302,027"
Tayc,"8,300,060","207,203",948,"10,101,485"
Henry Moodie,"8,296,381","300,088",692,"12,542,437"
Eric Prydz,"8,294,741","257,610",1204,"8,587,163"
Gloria Trevi,"8,294,700","240,233",1242,"8,428,425"
MC GP,"8,292,746","63,867",792,"11,123,412"
El Komander,"8,279,590","238,379",1093,"9,235,654"
Ski Mask The Slump God,"8,278,367","200,873",738,"10,318,769"
Clams Casino,"8,272,374","182,388",1156,"8,852,925"
Ilaiyaraaja,"8,270,433","158,590",1108,"8,717,713"
Shenseea,"8,269,456","264,408",1083,"9,120,671"
Cartel De Santa,"8,257,371","223,408",376,"15,547,760"
Tochi Raina,"8,254,067","299,111",955,"8,968,139"
MC Saci,"8,252,671","216,010",781,"11,475,645"
Oruam,"8,252,430","164,005",736,"11,790,567"
Blxst,"8,241,569","194,113",771,"9,488,271"
Joey Bada$$,"8,240,578","225,512",772,"10,299,380"
FIFTY FIFTY,"8,239,354","287,631",70,"37,675,143"
Hungria,"8,236,313","213,126",949,"9,922,581"
Banda El Recodo,"8,236,262","301,654",1086,"8,236,262"
Nate Ruess,"8,229,536","1,409,057",1290,"8,229,536"
Majid Jordan,"8,229,290","363,156",934,"9,587,875"
salvia palth,"8,224,727","238,379",1285,"8,224,727"
Joel De La P,"8,190,718","181,310",733,"11,905,397"
Shreyas Puranik,"8,181,605","317,004",589,"13,630,503"
Sushin Shyam,"8,177,796","287,005",1286,"8,177,796"
Lee Brice,"8,164,182","285,589",1012,"8,632,311"
Skillibeng,"8,159,460","262,728",669,"12,842,008"
Stefflon Don,"8,159,044","299,169",1110,"9,116,108"
Lily Allen,"8,154,557","360,051",1233,"8,296,706"
Jósean Log,"8,153,798","124,125",1240,"8,401,531"
Miranda Lambert,"8,152,696","255,006",847,"9,945,780"
Gloria Groove,"8,149,399","199,538",1276,"8,255,625"
Belanova,"8,149,131","213,123",787,"10,413,819"
Toby Keith,"8,148,852","242,695",844,"10,755,536"
Grupo Menos É Mais,"8,147,916","229,162",762,"11,331,331"
Powfu,"8,129,033","306,142",913,"9,427,968"
Hailee Steinfeld,"8,127,372","347,546",440,"14,217,074"
Mesita,"8,123,046","243,382",638,"12,654,592"
Pamungkas,"8,120,234","391,983",1137,"8,269,827"
Beastie Boys,"8,117,863","315,227",776,"10,144,142"
Hindia,"8,113,854","144,661",1045,"8,558,071"
Ken Carson,"8,113,124","197,638",1197,"8,387,150"
Davido,"8,110,917","255,336",1003,"8,834,438"
Haricharan,"8,105,428","266,390",1081,"8,193,614"
Intense,"8,102,550","347,189",1051,"8,859,287"
The Animals,"8,097,629","366,667",1125,"8,587,384"
Humberto & Ronaldo,"8,095,290","249,528",893,"10,581,548"
MixSingh,"8,093,220","270,890",1288,"8,098,935"
Keith Urban,"8,092,280","295,012",909,"9,073,976"
Chuck Berry,"8,083,143","322,233",204,"26,745,756"
MC Tuto,"8,077,029","121,639",1244,"8,114,644"
Crowded House,"8,073,910","360,652",1159,"8,746,334"
Jay Sean,"8,060,050","363,287",959,"9,734,442"
Chase & Status,"8,059,154","492,045",1324,"8,059,154"
Bleachers,"8,055,669","298,337",972,"9,586,851"
Brando,"8,054,822","417,829",1124,"8,484,693"
Oh Wonder,"8,048,163","388,729",902,"9,535,371"
Leo Dan,"8,047,835","364,771",986,"9,767,694"
Jere Klein,"8,038,771","196,892",601,"13,082,461"
Chris Isaak,"8,030,852","250,235",1280,"8,185,035"
The Kooks,"8,030,194","332,718",1222,"8,030,194"
Polimá Westcoast,"8,028,508","241,588",415,"14,509,409"
Sorriso Maroto,"8,003,068","114,486",1121,"8,635,863"
Beny Jr,"7,995,227","217,898",1263,"8,129,733"
Alanis Morissette,"7,992,858","290,458",1063,"9,189,304"
Tony Aguirre,"7,985,381","194,824",711,"11,605,697"
Neon Trees,"7,979,118","272,345",1062,"9,321,298"
Antara Mitra,"7,975,560","316,808",1002,"8,737,901"
Naresh Iyer,"7,970,621","280,475",1152,"7,970,621"
LF SYSTEM,"7,969,459","257,396",1228,"8,406,731"
Incubus,"7,967,811","250,666",944,"10,099,913"
Felipe e Rodrigo,"7,967,224","138,650",1076,"9,252,801"
Mika Singh,"7,965,412","360,587",1199,"7,965,412"
Falling In Reverse,"7,965,100","245,428",1183,"8,555,264"
Idina Menzel,"7,953,494","347,440",337,"20,564,676"
Helsloot,"7,951,196","225,536",1299,"8,096,449"
TOMORROW X TOGETHER,"7,941,282","191,928",629,"12,038,327"
Denzel Curry,"7,937,690","150,435",985,"8,544,558"
Muni Long,"7,931,218","261,706",526,"14,925,072"
Ayushmann Khurrana,"7,927,715","344,697",1173,"8,010,557"
Tom Petty and the Heartbreakers,"7,922,184","278,397",949,"10,006,120"
Paul Russell,"7,921,496","479,156",546,"13,872,224"
Novo Amor,"7,909,384","365,245",951,"9,638,538"
Thirty Seconds To Mars,"7,907,601","280,538",874,"9,718,710"
Sash!,"7,906,509","240,548",1089,"8,199,995"
Rusherking,"7,905,974","280,959",426,"15,596,238"
Vinayak Sasikumar,"7,895,743","298,252",1345,"7,895,743"
Fiersa Besari,"7,895,573","266,500",1154,"8,050,551"
Dionela,"7,890,109","65,853",1282,"7,890,109"
Mother Mother,"7,887,988","261,940",1008,"8,600,568"
Kiki Dee,"7,884,507","389,196",1212,"8,154,822"
Neil Diamond,"7,883,964","358,266",1101,"9,202,321"
Clementine Douglas,"7,879,712","333,182",1314,"7,879,712"
AgroPlay,"7,877,707","331,035",736,"10,962,379"
dj sv,"7,873,705","236,233",1118,"8,960,639"
Kevin AMF,"7,872,481","260,950",1358,"7,872,481"
Emmanuel,"7,867,779","327,892",1245,"8,195,878"
bôa,"7,862,038","311,067",1244,"8,049,666"
Traia Véia,"7,861,760","156,456",1306,"7,861,760"
TrapLaudo,"7,858,146","92,020",965,"9,678,797"
Mark Morrison,"7,846,738","338,866",1369,"7,846,738"
La Roux,"7,844,368","324,422",1364,"7,844,368"
Laura Pausini,"7,832,352","299,107",827,"10,116,279"
Calle 13,"7,830,343","349,829",1033,"8,573,634"
Don Diablo,"7,828,865","382,995",1235,"8,151,794"
Men I Trust,"7,818,331","245,427",844,"10,199,300"
Khruangbin,"7,816,652","289,316",1254,"8,062,646"
The All-American Rejects,"7,809,851","289,397",1215,"8,101,795"
Ghost,"7,805,033","232,588",778,"10,413,273"
Matuê,"7,804,365","140,189",920,"9,088,979"
Los Bukis,"7,800,445","321,216",1223,"7,984,413"
Rich Amiri,"7,787,442","152,407",676,"12,434,212"
GAMPER & DADONI,"7,786,768","386,218",1142,"7,837,654"
Trinix,"7,782,021","296,326",1270,"7,782,021"
Tucker Wetmore,"7,778,738","1,736",1276,"7,915,741"
S3BZS,"7,778,035","293,432",589,"12,517,406"
Zoé,"7,776,539","234,436",1153,"8,015,767"
LANY,"7,773,812","287,428",768,"9,300,075"
Sofía Reyes,"7,759,411","278,425",607,"12,276,010"
KAYTRANADA,"7,753,677","265,992",894,"10,021,901"
Def Leppard,"7,752,484","307,483",994,"8,333,121"
Zé Felipe,"7,747,928","464,447",600,"12,280,536"
Danna Paola,"7,744,982","235,740",531,"12,298,665"
Rise Against,"7,742,739","264,391",1158,"8,013,015"
Varun Jain,"7,742,067","349,207",817,"10,154,680"
The Cars,"7,739,843","359,275",1109,"7,959,787"
Colbie Caillat,"7,739,230","325,729",824,"10,144,142"
Ñejo,"7,736,060","237,630",634,"12,006,529"
Vijay Prakash,"7,726,808","344,903",1273,"7,726,808"
Arash,"7,723,931","394,804",1400,"7,723,931"
Duncan Laurence,"7,717,233","323,127",847,"9,233,454"
Xamã,"7,716,344","206,110",604,"10,846,179"
Mitraz,"7,715,171","273,431",963,"9,986,603"
Zak Abel,"7,713,609","288,808",1075,"9,257,698"
Olly Alexander (Years & Years),"7,702,212","274,313",863,"9,240,442"
Frankie Valli,"7,701,771","376,852",1277,"7,701,771"
Megan Moroney,"7,696,590","76,653",1292,"7,696,590"
Sam Hunt,"7,686,746","237,396",770,"10,404,841"
YUNGBLUD,"7,681,792","214,368",1022,"8,656,515"
Mainstreet,"7,677,771","145,332",781,"11,206,118"
Alisha Chinai,"7,667,178","300,704",1226,"8,020,840"
Fujii Kaze,"7,660,357","212,865",584,"11,578,504"
Alan Menken,"7,654,759","339,975",753,"10,625,887"
ACRAZE,"7,643,288","305,449",577,"11,380,380"
Ricky Montgomery,"7,640,015","218,586",1159,"7,946,802"
León Larregui,"7,617,579","247,950",1343,"7,724,562"
Mc Pretchako,"7,611,142","233,267",846,"10,888,156"
Dylan Scott,"7,609,335","221,819",1262,"8,124,241"
Clayton & Romário,"7,605,645","139,856",1280,"7,662,566"
Crystal Castles,"7,601,382","245,508",1190,"8,072,734"
Soundgarden,"7,597,260","301,424",1285,"7,954,842"
Krono,"7,592,913","282,758",1333,"7,709,849"
Luciano,"7,590,551","144,605",829,"9,205,446"
Cookin' On 3 Burners,"7,589,370","272,235",1181,"8,728,038"
El Chapo De Sinaloa,"7,589,201","251,872",1295,"7,980,278"
Iron Maiden,"7,586,835","276,809",937,"8,544,793"
Ella Langley,"7,583,698","176,266",1263,"8,258,252"
Aaron Smith,"7,582,451","282,103",1338,"7,694,455"
Avvy Sra,"7,578,720","338,230",978,"9,659,152"
Jory Boy,"7,574,102","283,707",1123,"8,419,639"
Mc Paiva ZS,"7,573,151","118,302",897,"9,221,771"
Anuradha Paudwal,"7,573,109","261,831",1077,"8,340,523"
Suzanne D'Mello,"7,572,332","303,108",1266,"7,841,309"
J Alvarez,"7,570,414","257,769",1276,"7,635,422"
Darius Rucker,"7,568,701","242,507",1070,"8,817,451"
Elevation Worship,"7,568,025","198,555",1368,"7,577,126"
VINAI,"7,565,867","276,738",1013,"9,188,363"
Niklas Dee,"7,561,523","268,671",1020,"9,161,160"
sped up nightcore,"7,560,031","305,142",300,"17,931,530"
